# Credit: http://www.martynhicks.uk/weather/wxsqlsumm.php
DATE,RAIN DAY mm,RAIN MONTH mm,MAX GUST mph,MAX TEMP°C,MIN TEMP°C,MIN WINDCHILL°C,MAX HEAT IDX°C
2019-06-15,8.6,84.0,23.0,15.2,10.6,9.6,15.2
2019-06-16,11.0,95.0,22.0,18.4,9.6,9.3,18.4
2019-06-17,0.0,95.0,19.6,19.7,13.3,12.4,19.7
2019-06-18,3.0,98.0,9.2,16.2,11.7,11.6,16.2
2019-06-19,0.4,98.4,11.5,17.8,12.7,12.7,17.8
2019-06-20,0.4,98.8,18.4,18.4,11.1,11.1,18.4
2019-06-21,0.0,98.8,13.8,19.9,9.9,9.9,19.9
2019-06-22,0.0,98.8,14.0,22.6,9.1,9.1,22.6
2019-06-23,0.0,98.8,16.1,21.2,12.6,12.4,21.2
2019-06-24,0.0,98.8,11.5,23.6,15.8,15.8,23.6
2019-06-25,17.0,115.8,12.0,19.8,15.9,15.8,19.8
2019-06-26,0.0,115.8,19.6,20.2,14.1,13.0,20.2
2019-06-27,0.0,115.8,22.0,24.2,12.3,10.8,24.2
2019-06-28,0.0,115.8,19.6,27.1,12.1,10.4,27.7
2019-06-29,0.0,115.8,16.1,31.8,15.6,15.6,34.3
2019-06-30,0.0,115.8,20.0,20.9,14.7,14.2,20.9
2019-07-01,0.0,0.0,17.3,20.7,13.5,13.2,20.7
2019-07-02,0.0,0.0,16.1,21.7,11.0,11.0,21.7
2019-07-03,0.0,0.0,13.0,22.4,10.0,9.9,22.4
2019-07-04,0.0,0.0,10.4,24.3,11.6,11.6,24.3
2019-07-05,0.0,0.0,11.5,25.2,15.7,15.7,25.2
2019-07-06,0.0,0.0,13.0,23.6,12.8,12.8,23.6
2019-07-07,0.0,0.0,13.0,22.7,13.7,13.5,22.7
2019-07-08,0.0,0.0,11.5,23.2,12.5,12.5,23.2
2019-07-09,0.0,0.0,11.5,23.9,15.0,15.0,23.9
2019-07-10,0.0,0.0,17.3,24.8,15.8,15.8,24.8
2019-07-11,0.0,0.0,18.4,23.8,16.3,16.3,23.8
2019-07-12,0.0,0.0,17.3,25.3,16.1,16.1,25.3
2019-07-13,0.0,0.0,13.0,22.1,14.0,14.0,22.1
2019-07-14,0.0,0.0,13.0,23.9,14.0,13.5,23.9
2019-07-15,0.0,0.0,11.5,23.7,11.9,11.9,23.7
2019-07-16,0.0,0.0,13.8,25.0,13.6,13.6,25.0
2019-07-17,0.0,0.0,14.0,23.1,15.3,15.3,23.1
2019-07-18,0.2,0.2,18.4,21.9,15.6,15.6,21.9
2019-07-19,39.8,40.0,17.3,19.6,14.3,13.5,19.6
2019-07-20,0.4,40.4,22.0,20.1,15.4,15.4,20.1
2019-07-21,0.6,41.0,18.4,22.6,14.2,14.2,22.6
2019-07-22,0.0,41.0,16.1,24.6,17.8,17.7,24.6
2019-07-23,0.0,41.0,18.4,32.1,15.4,15.4,32.4
2019-07-24,0.8,41.8,19.6,27.6,18.3,18.3,28.5
2019-07-25,0.0,41.8,17.3,32.0,17.5,17.5,34.5
2019-07-26,0.0,41.8,18.4,24.0,18.1,18.1,24.0
2019-07-27,0.0,41.8,16.1,22.4,16.2,16.2,22.4
2019-07-28,0.0,41.8,19.6,22.7,13.9,13.9,22.7
2019-07-29,0.0,41.8,16.1,25.1,13.6,13.6,25.1
2019-07-30,7.6,49.4,18.4,21.6,15.7,14.9,21.6
2019-07-31,0.0,49.4,23.0,21.2,15.7,15.2,21.2
2019-08-01,0.0,0.0,10.4,23.6,13.4,13.4,23.6
2019-08-02,0.0,0.0,12.0,25.5,15.4,15.4,25.5
2019-08-03,0.0,0.0,14.0,23.6,15.7,15.7,23.6
2019-08-04,0.0,0.0,15.0,23.7,14.9,14.9,23.7
2019-08-05,2.0,2.0,19.6,22.9,15.9,15.9,22.9
2019-08-06,2.4,4.4,21.0,20.7,15.8,15.3,20.7
2019-08-07,12.2,17.4,20.0,20.8,14.5,14.1,20.8
2019-08-08,4.6,22.0,18.4,22.9,14.2,14.2,22.9
2019-08-09,16.4,38.6,27.0,21.2,16.6,15.7,21.2
2019-08-10,7.4,46.0,30.0,19.7,15.2,14.2,19.7
2019-08-11,4.8,50.8,19.6,19.7,14.0,13.2,19.7
2019-08-12,3.0,53.8,16.1,19.4,12.4,12.4,19.4
2019-08-13,0.2,54.0,15.0,20.4,10.7,10.7,20.4
2019-08-14,14.4,68.4,21.0,17.9,13.6,12.3,17.9
2019-08-15,0.2,68.6,25.3,20.8,15.3,14.7,20.8
2019-08-16,16.4,85.0,25.3,17.3,14.3,14.2,17.3
2019-08-17,0.4,85.4,20.0,20.7,13.9,13.3,20.7
2019-08-18,2.6,88.0,24.2,19.3,13.9,13.6,19.3
2019-08-19,6.8,94.8,19.6,19.1,13.1,12.3,19.1
2019-08-20,0.0,94.8,15.0,19.3,10.2,10.2,19.3
2019-08-21,0.0,94.8,18.4,21.2,11.9,11.9,21.2
2019-08-22,0.0,94.8,17.3,21.6,12.6,12.6,21.6
2019-08-23,0.0,94.8,15.0,25.2,15.7,15.7,25.2
2019-08-24,0.0,94.8,17.3,28.7,11.8,11.8,28.4
2019-08-25,0.0,94.8,12.0,26.5,16.3,16.3,26.5
2019-08-26,0.0,94.8,10.4,24.9,16.0,16.0,24.9
2019-08-27,0.2,95.0,13.0,23.9,14.7,14.7,23.9
2019-08-28,4.6,99.6,19.6,20.6,11.7,11.7,20.6
2019-08-29,0.2,99.8,18.4,20.7,10.2,10.2,20.7
2019-08-30,0.0,99.8,18.4,23.1,15.0,14.4,23.1
2019-08-31,0.8,100.6,18.4,19.2,13.8,13.7,19.2
2019-09-01,0.0,0.0,18.4,19.4,10.2,10.2,19.4
2019-09-02,0.0,0.0,17.3,20.3,10.7,10.7,20.3
2019-09-03,0.0,0.0,16.1,19.8,14.8,14.8,19.8
2019-09-04,6.2,6.2,25.3,18.5,13.3,12.5,18.5
2019-09-05,0.0,6.2,15.0,18.2,10.6,9.2,18.2
2019-09-06,0.0,6.2,21.9,18.1,12.1,12.0,18.1
2019-09-07,0.0,6.2,12.0,18.1,10.3,10.3,18.1
2019-09-08,0.0,6.2,11.5,18.5,6.6,6.6,18.5
2019-09-09,4.8,11.0,12.0,15.0,11.2,10.0,15.0
2019-09-10,0.0,11.0,13.8,19.1,12.7,12.7,19.1
2019-09-11,0.0,11.0,24.2,19.2,13.8,13.2,19.2
2019-09-12,1.0,12.0,19.6,21.6,14.4,14.4,21.6
2019-09-13,0.0,12.0,13.0,20.2,11.3,11.3,20.2
2019-09-14,0.0,12.0,10.4,21.8,8.1,8.1,21.8
2019-09-15,0.0,12.0,12.0,22.4,12.8,12.8,22.4
2019-09-16,0.8,12.8,11.5,19.8,13.1,12.9,19.8
2019-09-17,0.0,12.8,14.0,18.2,9.3,9.3,18.2
2019-09-18,0.0,12.8,11.5,19.4,7.4,7.4,19.4
2019-09-19,0.0,12.8,9.2,21.5,9.2,9.2,21.5
2019-09-20,0.0,12.8,19.6,22.1,9.2,9.0,22.1
2019-09-21,0.0,12.8,19.6,25.9,10.2,9.8,25.9
2019-09-22,21.0,33.8,21.0,20.1,14.6,14.2,20.1
2019-09-23,12.4,46.4,21.0,18.4,11.8,11.5,18.4
2019-09-24,13.4,59.8,18.4,18.9,14.6,13.9,18.9
2019-09-25,8.6,68.4,20.0,18.3,14.6,13.8,18.3
2019-09-26,5.8,74.2,23.0,18.1,14.0,13.0,18.1
2019-09-27,9.4,83.6,24.2,17.2,13.1,11.9,17.2
2019-09-28,27.0,110.6,30.0,17.7,12.8,12.2,17.7
2019-09-29,9.6,120.8,31.1,17.8,11.8,11.8,17.8
2019-09-30,15.0,135.8,22.0,16.7,10.1,10.1,16.7
2019-10-01,6.6,6.6,25.3,17.8,10.3,8.6,17.8
2019-10-02,0.0,6.6,17.3,14.4,6.2,6.2,14.4
2019-10-06,1.8,23.4,20.0,17.3,10.6,9.9,17.3
2019-10-07,3.4,26.8,21.9,15.8,10.1,9.5,15.8
2019-10-08,1.6,28.4,22.0,15.8,10.8,9.9,15.8
2019-10-09,27.2,55.6,21.0,15.2,9.3,8.2,15.2
2019-10-10,10.8,66.4,20.7,15.4,9.4,8.2,15.4
2019-10-11,29.6,97.0,24.2,16.1,11.3,10.8,16.1
2019-10-12,2.0,99.0,9.2,14.1,10.3,9.9,14.1
2019-10-13,14.2,113.2,20.0,14.0,9.9,9.8,14.0
2019-10-14,5.2,118.4,14.0,12.3,9.6,9.1,12.3
2019-10-15,0.2,118.6,13.0,15.8,10.1,9.6,15.8
2019-10-16,1.8,120.4,17.3,15.1,9.2,9.2,15.1
2019-10-17,0.6,121.0,19.6,15.3,7.1,6.0,15.3
2019-10-18,3.0,124.0,24.2,13.8,8.6,7.4,13.8
2019-10-19,1.2,125.2,14.0,14.6,7.2,7.0,14.6
2019-10-20,0.0,125.2,14.0,12.1,6.5,5.3,12.1
2019-10-21,0.2,125.4,16.1,12.9,8.7,7.3,12.9
2019-10-22,0.0,125.4,13.0,15.1,6.9,6.9,15.1
2019-10-23,2.2,127.6,9.2,13.6,5.2,4.6,13.6
2019-10-24,0.2,127.8,15.0,14.7,9.4,9.4,14.7
2019-10-25,9.6,137.4,34.5,16.1,9.9,9.1,16.1
2019-10-26,26.8,164.2,27.9,15.5,5.4,4.8,15.5
2019-10-27,0.2,164.4,8.1,11.8,2.8,2.8,11.8
2019-10-28,0.0,164.4,14.0,9.6,1.8,1.8,9.6
2019-10-29,0.0,164.4,19.6,9.9,5.8,3.8,9.9
2019-10-30,3.4,167.8,18.4,11.2,6.9,4.3,11.2
2019-10-31,7.0,175.0,14.0,10.3,6.4,3.8,10.3
2019-11-01,6.6,6.6,18.4,15.5,10.4,9.2,15.5
2019-11-02,30.2,36.8,35.0,12.3,8.7,5.9,12.3
2019-11-03,3.8,40.8,19.6,12.3,7.4,6.4,12.3
2019-11-04,5.0,45.8,12.0,12.3,7.2,6.3,12.3
2019-11-05,0.0,45.8,20.0,12.3,8.2,5.8,12.3
2019-11-06,5.4,51.2,15.0,9.8,4.0,3.4,9.8
2019-11-07,0.2,51.4,16.1,9.3,2.6,2.6,9.3
2019-11-08,0.4,51.8,17.3,9.3,2.3,2.2,9.3
