"day","month","year","precip_intensity_max","precip_intensity_avg","precip_type","wind_speed_max","wind_speed_avg","gust_max","gust_avg","temp_min","temp_max","temp_avg","temp_day","temp_night","humidity"
29,3,2019,0.0032,0.0392,"rain",3.31,3.29,6.05,4.19,4.67,11.81,7.38,11.81,6.33,0.84
30,3,2019,0.0021,0.0124,"rain",2.17,2.21,5.26,3.2,7.42,12.68,9.53,12.68,5.33,0.82
31,3,2019,0.0778,0.0085,"rain",9.76,9.62,13.5,11.57,2.14,10.94,5.26,10.47,0.16,0.84
1,4,2019,0.0032,0.0098,"rain",7.31,7.28,13.02,9.57,0.16,10.48,4.38,10.48,5.65,0.76
2,4,2019,0.3216,0.0485,"rain",5.98,5.93,12.58,10.34,2.6,11.4,6.48,11.4,0.81,0.82
3,4,2019,0.2427,0.0858,"rain",4.87,4.86,9.2,7.18,0.47,5.69,2.59,5.69,-1.1,0.76
4,4,2019,0.0094,4e-04,"rain",5.39,5.35,8.52,7.56,-1.1,10.63,3.11,10.63,1.32,0.68
5,4,2019,0.0043,0.0083,"rain",5.88,5.93,11.85,9.14,1.32,11.57,6.02,11.57,4.92,0.71
6,4,2019,0.0083,3e-04,"rain",6.04,6.08,10.84,7.73,4.36,10.21,6.14,6.99,4.69,0.88
7,4,2019,0.1394,0.0322,"rain",5.12,5.11,8.16,6.23,5.54,11.46,8.05,11.46,6.89,0.95
8,4,2019,0.0966,0.032,"rain",2.9,2.88,5.15,3.6,5.18,10.53,8.1,10.32,5.92,0.91
9,4,2019,0.0681,0.0168,"rain",6.89,6.86,14.06,8.67,4.61,10.35,6.7,7.25,3.42,0.88
10,4,2019,0.0021,0.0098,"rain",10.94,10.93,13.63,12.99,0.82,10.81,3.93,4.55,0.82,0.69
11,4,2019,0.0021,0.0535,"rain",8.46,8.48,11.49,9.72,0.82,4.41,2.5,3.81,2.52,0.66
12,4,2019,0.0109,0.0029,"rain",6.44,6.47,9.39,7.84,2.13,6.37,3.69,5.78,0.76,0.59
13,4,2019,0.0256,0.0109,"rain",6.84,6.86,9.49,7.73,0.32,3.78,1.85,3.13,-1.04,0.61
14,4,2019,0.0424,0.0098,"rain",6,5.99,9.96,8.04,-1.04,6.22,2.04,5.2,1.01,0.72
15,4,2019,0.0052,4e-04,"rain",6,6.01,12.1,8.62,1.01,12.56,6.55,12.56,5.87,0.66
16,4,2019,0.0041,0,"rain",4.93,4.89,13.39,7.79,5.87,13.97,10.43,13.97,4.46,0.7
17,4,2019,0.0041,0.2171,"rain",3.31,3.3,6.56,4.74,4.46,12.14,8.51,11.04,7.37,0.9
18,4,2019,0.0032,0.0734,"rain",6,5.97,8.92,7.8,7.37,16.87,12.81,16.87,10.78,0.72
19,4,2019,0.0041,0.3879,"rain",6.62,6.63,9.79,7.94,10.78,15.04,12.5,15.04,10.97,0.7
20,4,2019,0.0041,0.0057,"rain",6.03,6.04,8.56,7.11,10.86,15.13,12.23,15.13,10.61,0.78
21,4,2019,0.0041,0.0012,"rain",5.53,5.48,11.27,7.46,10.61,16.1,12.24,16.1,10.57,0.67
22,4,2019,0.0043,0.0187,"rain",4.94,4.9,7.78,6.84,10.58,20.56,15.09,20.56,10.96,0.58
23,4,2019,0,0,"no_precip",5.28,5.26,10.03,7.7,10.94,17.09,13.77,17.09,10.85,0.63
24,4,2019,0.5414,0.0565,"rain",5.73,5.7,15.08,8.11,10.59,17.61,13.31,17.61,6.62,0.79
25,4,2019,0.7852,0.112,"rain",5.99,5.9,15.46,11.05,6.37,13.29,10.34,13.29,5.69,0.86
26,4,2019,0.0259,0.0019,"rain",5.37,5.39,13.89,9.59,5.69,12.8,9.15,12.8,3.96,0.84
27,4,2019,0.6692,0.2438,"rain",10.53,10.46,19.42,16.69,3.96,11.12,8.88,11.12,4.35,0.76
28,4,2019,1.1101,0.2672,"rain",7.7,7.67,17.77,9.24,4.35,11.22,7.62,11.22,2.98,0.81
29,4,2019,0.0094,0.0016,"rain",3.51,3.5,7.08,4.35,2.98,11.06,8.51,11.06,7.28,0.85
30,4,2019,0.0204,0.0037,"rain",4.87,4.85,7.27,5.67,6.15,11.27,9.15,11.27,6.96,0.83
1,5,2019,0.0083,0.0011,"rain",1.65,1.72,3.84,2.04,6.79,10.91,8.97,10.67,2.27,0.82
2,5,2019,0.27,0.0803,"rain",4.15,4.18,8.54,5.94,2.27,12.33,9.55,12.33,10.15,0.87
3,5,2019,1.1983,0.121,"rain",3.08,3.26,9.92,4.09,2.76,11.04,8.68,10.62,2.64,0.77
4,5,2019,1.1171,0.1673,"rain",9.72,9.71,17.38,13.31,2.82,5.55,4.08,5.55,3.21,0.65
5,5,2019,0.1017,0.0483,"rain",7.45,7.38,14.9,9.76,3.85,8.2,5.57,6.47,3.9,0.63
6,5,2019,0.1332,0.039,"rain",4.92,4.8,9.21,6.74,3.9,8.08,6.1,7.37,5.54,0.69
7,5,2019,0.0567,0.026,"rain",3.13,3.11,6.35,4.12,5.54,11.65,9.07,11.65,7.3,0.68
8,5,2019,1.4574,0.3619,"rain",7.98,7.89,17.13,12.59,5.57,13.3,10.81,13.3,5.68,0.77
9,5,2019,0.3605,0.0433,"rain",5.31,5.42,14.97,9.62,5.68,12.46,10.52,12.46,7.74,0.86
10,5,2019,0.3193,0.1023,"rain",2.74,2.83,7.21,3.56,7.74,11.57,10.07,10.89,6.52,0.83
11,5,2019,0.01,0.0012,"rain",5.9,5.86,8.26,7.33,6.52,11.71,9.76,11.71,6.7,0.75
12,5,2019,0.0071,0.001,"rain",5.95,5.96,7.79,6.64,6.31,10.92,9.52,10.92,5.11,0.66
13,5,2019,0.0041,0.032,"rain",6.46,6.47,10.77,7.7,5.11,11.05,8.78,11.05,6.03,0.76
14,5,2019,0.0043,0.0098,"rain",7.91,7.92,11.86,10.02,5.45,11.81,9.66,11.81,6.91,0.78
15,5,2019,0.0041,0.0103,"rain",6.6,6.64,11.63,8.26,6.91,13.22,11.45,13.22,10.05,0.76
16,5,2019,0,0,"no_precip",7.88,7.89,12.76,10.26,10.05,12.76,11.59,12.52,10.75,0.75
17,5,2019,0.0219,0.0051,"rain",6.05,6.03,11.8,6.7,10.61,14.03,11.74,11.9,10.23,0.81
18,5,2019,0.0054,4e-04,"rain",2.89,2.91,5.34,3.02,10.23,13.51,11.9,13.51,11.82,0.82
19,5,2019,0.0314,0.0066,"rain",5.12,5.11,9.84,7.34,10.08,13.05,11.56,12.32,10.21,0.91
20,5,2019,0.0137,0.0032,"rain",5.8,5.77,10.13,9.03,10.14,12,11.01,11.96,11.25,0.89
21,5,2019,0.0043,0.2764,"rain",3.9,3.86,9.15,6.05,10.06,12.58,11.35,12.58,7.54,0.9
22,5,2019,0.0021,0.0089,"rain",2.34,2.33,5.23,3.28,7.54,15.68,11.51,14.52,7.23,0.78
23,5,2019,0.0021,0.005,"rain",3.23,3.24,6.88,4.92,7.23,16.36,12.96,16.36,11.47,0.72
24,5,2019,0.0021,0,"rain",3.59,3.58,8.96,4.83,11.47,15.49,13.12,15.49,10.15,0.8
25,5,2019,0.1718,0.0297,"rain",2.43,2.47,5.06,3.06,10.15,15.02,12.62,14.33,11.15,0.83
26,5,2019,0.2364,0.0288,"rain",7.51,7.44,16.66,12.4,11.15,16.09,13.7,16.09,12.43,0.86
27,5,2019,0.2581,0.0458,"rain",5.62,5.6,12.61,8.29,12.81,15.17,13.95,15.17,10.12,0.77
28,5,2019,0.5638,0.1885,"rain",4.41,4.37,10.72,6.25,10.11,13.19,12,12.86,9.12,0.83
29,5,2019,0.2911,0.0229,"rain",4.48,4.53,14.33,6.47,9.12,14.73,12.23,14.73,12.09,0.76
30,5,2019,0.3171,0.0583,"rain",7.95,7.92,14.44,13.59,12.26,17.59,14.7,17.59,10.96,0.87
31,5,2019,0.0049,0.0927,"rain",5.71,5.68,12.82,8.38,10.96,15.12,13.67,15.12,10.45,0.86
1,6,2019,0.0041,0,"rain",3.72,3.76,7.64,4.82,10.45,17.07,14.32,16.21,13.73,0.81
2,6,2019,0.0081,9e-04,"rain",5.33,5.3,12.92,8.64,13.73,22.44,17.35,22.44,14.28,0.77
3,6,2019,0.002,0.2006,"rain",6.14,6.1,10.79,9.26,12.38,15.88,14.6,15.37,8.13,0.82
4,6,2019,1.6761,0.2168,"rain",4.58,4.64,12.65,7.46,8.13,19.55,14.16,19.55,12.67,0.8
5,6,2019,1.0061,0.1337,"rain",5.15,5.16,12.81,8.58,11.76,14.4,13.58,14.4,11.03,0.87
6,6,2019,2.2245,0.3163,"rain",6.16,6.1,11.18,8.19,11.03,15.51,13.47,15.51,11.36,0.74
7,6,2019,0.3969,0.0892,"rain",6.52,6.52,16.62,12.45,11.36,17.44,13.87,17.44,12.49,0.81
8,6,2019,0.9809,0.2362,"rain",13.04,12.84,21.64,18.33,11.73,15.47,13.73,15.47,7.22,0.77
9,6,2019,0.1024,0.0085,"rain",4.22,4.28,13.95,6.63,7.22,14.4,12.43,14.4,13.5,0.82
10,6,2019,0.3861,0.1448,"rain",4.99,4.96,9.65,7.71,11.58,17.31,14.2,17.31,7.81,0.88
11,6,2019,0.0507,0.0027,"rain",3.63,3.6,7.92,4.99,7.81,15.35,12.52,15.35,12.54,0.79
12,6,2019,1.6907,0.3995,"rain",2.39,2.41,10.12,4,10.48,14.34,12.8,14.34,10.09,0.86
13,6,2019,0.3514,0.0398,"rain",7.45,7.33,14.97,12.66,10.25,14.7,13.21,14.7,12.29,0.87
14,6,2019,0.003,0.0567,"rain",4.71,4.67,11.59,7.04,12.29,16.43,14.01,16.43,13.68,0.82
15,6,2019,0.2033,0.0326,"rain",3.04,3.03,12.29,6.85,13.83,15.99,14.99,15.98,13.93,0.77
16,6,2019,0.3044,0.0452,"rain",6.79,6.69,13.74,10.58,13.93,17.37,15.48,17.37,11.96,0.8
17,6,2019,0.0026,0.0322,"rain",3.13,3.13,7.44,5.3,11.96,18.08,15.15,18.08,12.77,0.82
18,6,2019,0.2514,0.0525,"rain",3.62,3.65,9.64,4.28,12.77,17.96,15.49,17.96,14.72,0.81
19,6,2019,0.5473,0.1374,"rain",4.08,4.07,13.63,6.09,13.71,18.03,15.83,16.49,15.04,0.88
20,6,2019,0.2301,0.0365,"rain",6.43,6.34,12.02,9.55,13.73,16.47,15.5,16.47,10.91,0.83
21,6,2019,0.0915,0.0161,"rain",4.53,4.49,8.8,5.88,10.91,15.73,14.06,15.73,12.54,0.8
22,6,2019,0.0032,0.1446,"rain",5.02,4.96,9.88,6.29,12.54,17.84,15.34,17.84,15.68,0.79
23,6,2019,0.0199,0.0021,"rain",5.04,5.06,9.72,7.27,15.68,22.25,18.53,20.56,19.05,0.85
24,6,2019,0.095,0.0124,"rain",3.74,3.71,8.43,6.46,16.9,23.16,19.52,23.16,16.86,0.83
25,6,2019,0.527,0.0866,"rain",4.35,4.31,11.62,7.05,15.46,21.04,18.1,21.04,14.66,0.88
26,6,2019,0.002,0.3047,"rain",7.63,7.62,14.35,10.96,13.24,16.67,15.1,15.98,15.16,0.94
27,6,2019,0.003,0.0866,"rain",9.79,9.79,13.62,12.47,14.87,17.35,15.88,17.35,14.44,0.86
28,6,2019,0.0021,0,"rain",7.33,7.3,12.96,9.5,14.44,17.44,15.84,16.68,16.12,0.85
29,6,2019,0,0,"no_precip",4.48,4.51,9.45,6.73,16.58,26.21,21.28,25.91,18.66,0.69
30,6,2019,0.1641,0.0133,"rain",6.73,6.67,12.62,9.93,15.46,21.21,18.29,18.85,14.02,0.84
1,7,2019,0.0073,6e-04,"rain",5.78,5.72,10.82,8.2,14.02,18.37,16.54,17.97,12.61,0.81
2,7,2019,0.032,0.0072,"rain",5.09,5.07,8.26,5.99,12.61,18.6,16.46,17.21,13.75,0.79
3,7,2019,0.0085,6e-04,"rain",6.22,6.21,9.32,7.86,13.75,17.49,16.03,17.49,13.38,0.68
4,7,2019,0.0062,5e-04,"rain",3.46,3.47,8.34,4.55,13.38,16.92,15.62,16.85,14.06,0.72
5,7,2019,0.0083,0.0012,"rain",2.68,2.69,6.32,3.68,14.06,19.61,17.07,19.57,15.15,0.78
6,7,2019,0.3328,0.0317,"rain",3.47,3.5,7.14,5.03,15.15,18.91,16.85,18.91,15.11,0.85
7,7,2019,0.3538,0.0409,"rain",4.12,4.13,6.23,5.04,14.76,16.48,15.5,16.48,11.91,0.72
8,7,2019,0.0098,0.0016,"rain",3.91,3.9,11.08,5.17,11.91,16.1,14.34,16.1,11.72,0.72
9,7,2019,0.0083,0.0021,"rain",2,2.04,4.56,2.81,11.72,17.05,14.71,16.89,15.96,0.71
10,7,2019,0.4087,0.0547,"rain",4.65,4.61,10.73,6.76,15.96,19.1,17.47,18.63,15.14,0.78
11,7,2019,0.0854,0.005,"rain",5.17,5.17,8.42,6.97,15.14,19.41,17.11,18.62,13.55,0.86
12,7,2019,1.2015,0.2171,"rain",3.54,3.59,8.29,6.47,13.55,19.28,16.77,19.28,16.25,0.86
13,7,2019,0.0378,0.0083,"rain",6.22,6.19,8.67,7.8,14.49,18.02,16.76,17.34,15.92,0.82
14,7,2019,0.036,0.0163,"rain",6.66,6.64,9.42,7.98,14.72,17.34,16.06,17.34,14.74,0.76
15,7,2019,0.032,0.0113,"rain",4.6,4.6,8.01,5.89,14.47,16.71,15.42,15.82,13.45,0.76
16,7,2019,0.0076,0.0018,"rain",2.2,2.17,3.89,2.82,13.45,18.69,16.64,17.87,13.01,0.75
17,7,2019,0.0096,0.0028,"rain",2.2,2.2,6.22,2.89,13.01,20.85,17.29,20.73,15.71,0.79
18,7,2019,0.0362,0.0091,"rain",6.91,6.84,14.12,10.86,15.71,19.23,17.43,19.23,14.03,0.84
19,7,2019,0.0241,0.0037,"rain",4.45,4.49,10.72,7.42,14.03,19.37,17.06,19.37,16.58,0.82
20,7,2019,1.9358,0.3849,"rain",7.86,7.77,17.91,12.39,16.57,20.09,18.44,20.09,15.59,0.84
21,7,2019,0.0381,0.0108,"rain",4.14,4.19,12.6,6.41,15.59,18.69,17.3,18.69,14.05,0.85
22,7,2019,0.0084,6e-04,"rain",6.78,6.69,13.16,10.69,14.05,20.21,17.79,20.21,16.19,0.83
23,7,2019,0.0083,0.0018,"rain",4.28,4.38,8.84,5.45,16.19,25.49,20.74,25.49,20.35,0.8
24,7,2019,0.0604,0.0088,"rain",5.73,5.69,11.66,8.24,18.75,24.33,21.51,24.33,18.75,0.78
25,7,2019,1.2006,0.1197,"rain",4.4,4.46,20.1,6.5,19.1,35.23,25.74,34.74,21.97,0.65
26,7,2019,1.398,0.3879,"rain",6.1,6.13,22.09,7.25,20.28,25.22,22.48,23.05,19.53,0.76
27,7,2019,1.1371,0.3594,"rain",4.73,4.81,10.14,7.94,17.35,21.72,19.53,20.18,17.24,0.92
28,7,2019,0.4278,0.076,"rain",6.98,6.96,10.7,8.97,16.61,18.94,17.49,18.01,14.65,0.87
29,7,2019,0.0095,0.0017,"rain",4.43,4.47,10.65,6.83,14.65,20.44,17.65,19.91,17.54,0.82
30,7,2019,0.1489,0.0258,"rain",6.46,6.52,15.72,11.22,17.54,21.95,19.3,21.95,16.85,0.76
31,7,2019,0.7011,0.2162,"rain",9.51,9.45,15.85,14.26,16.68,19.16,17.48,19.16,15.35,0.83
1,8,2019,0.416,0.0572,"rain",5.33,5.31,12.84,8.07,15.35,20.08,17.43,20.07,17.21,0.87
2,8,2019,0.1393,0.0206,"rain",5.95,5.89,9.5,8.17,17.24,19.85,18.49,19,18.03,0.85
3,8,2019,0.0082,0.0014,"rain",4.22,4.27,8.16,4.87,17.51,19.42,18.52,19.42,16.26,0.76
4,8,2019,0.2392,0.0172,"rain",3.92,3.9,6.62,5.02,16.26,21.17,19.06,21.17,17.92,0.83
5,8,2019,0.1953,0.0228,"rain",7.76,7.67,13.98,10.89,16.03,20.29,18.76,19.92,13.97,0.83
6,8,2019,0.0289,0.0054,"rain",7.3,7.31,13.19,11.46,13.97,19.3,17.02,19.3,15.28,0.81
7,8,2019,0.0282,0.0097,"rain",8.58,8.56,14.38,12.78,15.28,19.51,17.74,19.51,15.06,0.82
8,8,2019,0.0743,0.0147,"rain",4.64,4.69,13.08,7.36,15.06,19.7,17.59,19.36,18.83,0.81
9,8,2019,2.1362,0.2462,"rain",6.48,6.48,15.98,12.89,18.73,22.97,20.47,22.95,17.6,0.8
10,8,2019,0.2089,0.0725,"rain",13.89,13.72,24.45,20.2,17.31,20.81,18.86,20.02,14.86,0.76
11,8,2019,0.0598,0.0141,"rain",9.52,9.51,18.07,14.57,14.86,18.34,16.67,18.34,13.51,0.81
12,8,2019,0.4505,0.1653,"rain",5.67,5.73,12.73,8.62,13.51,17.31,15.32,17.31,13.11,0.86
13,8,2019,0.5255,0.1546,"rain",6.01,5.96,9.16,8.21,13.11,17.26,15.36,17.26,13.13,0.77
14,8,2019,0.9438,0.3014,"rain",5.92,5.96,15.6,10.47,13.13,17.53,15.35,17.41,16.29,0.87
15,8,2019,0.3028,0.0978,"rain",8.73,8.65,15.18,11.49,16.95,19.21,18.01,19.16,12.45,0.85
16,8,2019,1.0772,0.1163,"rain",5.66,5.61,13.47,9.25,12.45,19.07,16.25,19.07,16.14,0.83
17,8,2019,0.7156,0.1446,"rain",8.37,8.31,16.86,14.01,15.6,18.32,17.19,18.32,15.06,0.89
18,8,2019,0.636,0.177,"rain",7.09,7.1,14.89,10.2,15.06,18.72,16.35,18.72,13.69,0.83
19,8,2019,0.2269,0.0462,"rain",8.59,8.51,15.32,13.32,13.69,18.67,16.09,18.67,13.26,0.79
20,8,2019,0.0747,0.0142,"rain",5.55,5.51,11.62,7.54,13.26,18.15,15.69,18.15,12.65,0.78
21,8,2019,0.0094,6e-04,"rain",2.24,2.21,5.65,3.17,12.65,18.74,16,18.74,13.17,0.76
22,8,2019,0.0094,0.0023,"rain",4.85,4.76,8.69,6.58,13.17,18.44,15.85,18.4,14.25,0.8
23,8,2019,0.0117,0.0013,"rain",3.2,3.24,6.48,4.34,14.25,19.91,17.25,19.88,17.12,0.83
24,8,2019,0.0095,0.0012,"rain",4.19,4.21,7.71,5.55,17.12,23,19.9,23,16.69,0.75
25,8,2019,0.0051,2e-04,"rain",2.82,2.89,6.6,4.24,16.69,23.59,20.59,23.59,16.55,0.74
26,8,2019,0.0032,0,"rain",3.15,3.17,6.54,4.72,16.55,24.33,21.44,24.33,17.84,0.76
27,8,2019,0.0106,5e-04,"rain",3.5,3.46,6.42,4.73,17.84,23.65,21.52,23.65,19.13,0.84
28,8,2019,0.1456,0.0242,"rain",5.3,5.22,12.24,8.35,18.15,21.93,19.72,19.99,16.6,0.89
29,8,2019,0.1239,0.0168,"rain",5.45,5.48,11.72,7.84,15.38,18.6,17.28,18.05,13.54,0.83
30,8,2019,0.0094,0.0011,"rain",5.68,5.64,8.68,7.79,13.54,19.27,16.52,19.27,14.7,0.82
31,8,2019,0.0226,0.0025,"rain",5.24,5.24,13.25,8.4,14.7,22.72,18.18,22.72,16.45,0.78
1,9,2019,0.0198,0.0062,"rain",5.65,5.66,10.39,6.96,15.74,18.42,16.97,17.33,15.19,0.69
2,9,2019,0.0251,0.0022,"rain",6.58,6.61,11.28,7.72,15.18,19.33,16.83,17.25,15.52,0.66
3,9,2019,0.0322,0.0066,"rain",6.75,6.74,10.99,9.05,15.52,18.5,16.91,18.5,15.1,0.76
4,9,2019,2.4332,0.3545,"rain",7.61,7.56,16.27,12.34,15.04,19.17,16.95,19.17,14.68,0.79
5,9,2019,0.0504,0.0091,"rain",7.99,7.91,15.21,10.23,12.59,17.84,15.14,15.32,11.36,0.63
6,9,2019,0.2946,0.03,"rain",6.54,6.44,13.97,9.44,11.36,16.75,14.34,16.75,14.61,0.77
7,9,2019,0.3953,0.1033,"rain",7.5,7.47,12.77,9.62,13.21,16.61,15.22,15.81,14.76,0.77
8,9,2019,0.2575,0.057,"rain",6.01,6,10.65,7.81,13.27,16.29,14.85,15.41,10.54,0.66
9,9,2019,0.2915,0.0699,"rain",3.5,3.46,8.37,5.01,10.54,15.83,13.5,15.83,11.08,0.72
10,9,2019,0.0107,0.0038,"rain",2.48,2.52,5.84,3.58,11.08,18.12,14.62,16.75,15.14,0.76
11,9,2019,0.1712,0.0284,"rain",8.72,8.62,17.89,12.95,15.14,18.64,16.99,18.64,17.25,0.83
12,9,2019,0.0747,0.0111,"rain",7.55,7.62,15.38,11.19,17.14,19.53,17.96,19.53,17.5,0.83
13,9,2019,0.0352,0.0065,"rain",6.46,6.5,14.28,8.32,14.73,18.55,17.4,18.42,13.54,0.79
14,9,2019,0.0096,0.0021,"rain",3.62,3.61,7.81,5.13,13.54,18.18,15.85,18.18,11.69,0.78
15,9,2019,0.0083,0.0027,"rain",3.63,3.56,7.85,5.53,11.69,18.98,15.87,18.98,15.57,0.82
16,9,2019,0.018,0.0033,"rain",3.33,3.32,6.95,4.9,15.2,18.19,16.43,18.19,14.71,0.89
17,9,2019,0.0073,0.001,"rain",5.42,5.4,9.48,6.78,14.38,16.66,15.5,16.66,13.61,0.71
18,9,2019,0.0083,6e-04,"rain",5.61,5.61,9.88,6.69,13.45,16.46,15.24,16.03,14.54,0.61
19,9,2019,0.0106,0.0016,"rain",3.82,3.82,6.16,4.91,14.43,16.52,15.7,16.51,12.81,0.7
20,9,2019,0.0096,0.0024,"rain",5.28,5.28,13.74,7.84,12.81,19.45,15.44,19.45,12.28,0.64
21,9,2019,0.0041,0.0066,"rain",6.48,6.49,13.52,9.72,12.28,22.7,16.62,22.7,15.86,0.62
22,9,2019,0.4654,0.0621,"rain",5.47,5.45,14.49,10.58,15.86,22.42,17.98,22.42,15.97,0.77
23,9,2019,0.5788,0.0801,"rain",5.89,5.86,11.19,9.87,15.48,18.15,16.73,18.15,16.13,0.85
24,9,2019,3.3771,0.7795,"rain",8.11,8.05,16.21,13.51,14.53,17.46,16.46,17.35,15.43,0.88
25,9,2019,1.4297,0.6588,"rain",8.52,8.46,16.14,14.66,15.29,17.3,16.18,17.3,15.77,0.89
26,9,2019,1.0732,0.2568,"rain",8.68,8.6,18.62,15,15.77,18.92,16.95,18.92,15.18,0.89
27,9,2019,0.829,0.2549,"rain",10.14,10.06,20.74,16.1,15.04,17.23,15.94,17.23,14,0.84
28,9,2019,0.2006,0.0567,"rain",9.52,9.45,18.34,14.79,14,17.27,15.75,17.27,15.06,0.81
29,9,2019,2.3721,0.5371,"rain",11.51,11.48,22.69,18.58,15.06,17.68,16.17,17.68,15.2,0.88
30,9,2019,1.5225,0.155,"rain",8.04,8.13,18.25,11.32,14.4,15.94,15.42,15.79,15.19,0.81
1,10,2019,2.2615,0.7592,"rain",7.59,7.58,19.35,13.47,14.62,17.63,16.16,17.63,13.31,0.92
2,10,2019,0.916,0.0944,"rain",9.24,9.19,13.65,11.11,11.37,15.14,13.17,14.45,10.96,0.67
3,10,2019,0.0087,0.0012,"rain",5.34,5.45,10.91,6.86,10.54,14.56,12.77,13.53,10.4,0.73
4,10,2019,1.0015,0.2764,"rain",9.26,9.19,16.25,12.18,10.4,15.98,13.73,15.98,12.8,0.82
5,10,2019,0.0984,0.0152,"rain",5.22,5.28,8.78,7.08,11.79,16.07,12.91,13.65,12.17,0.81
6,10,2019,0.8639,0.311,"rain",8.43,8.38,20.95,11.91,12.27,15.43,13.46,15.43,12.18,0.9
7,10,2019,0.5375,0.0859,"rain",5.48,5.64,16.08,8.33,11.91,14.83,13.13,14.83,13.42,0.91
8,10,2019,0.9046,0.2802,"rain",7.5,7.61,16.43,12.08,13.13,15.42,14.3,15.42,12.02,0.87
9,10,2019,1.1848,0.3514,"rain",8.11,8.17,14.96,12.91,11.11,15.35,12.8,14.32,12.15,0.81
10,10,2019,0.9359,0.1242,"rain",9.07,9.05,17.31,13.19,10.79,15.8,13.6,15.8,13.59,0.79
11,10,2019,0.5121,0.1672,"rain",11.64,11.61,22.04,19.32,14.48,16.52,15.38,16.51,11,0.87
12,10,2019,0.6525,0.2561,"rain",2.58,2.77,19.75,5.97,11,16.88,12.83,12.24,11.83,0.95
13,10,2019,0.3209,0.1047,"rain",6.57,6.49,19.92,13.36,12.33,17.49,15.49,17.49,12.91,0.94
14,10,2019,1.711,0.279,"rain",5.2,5.23,30.78,9.66,12.91,18.76,15.04,18.25,14.58,0.88
15,10,2019,0.3586,0.0615,"rain",6.73,6.69,14.07,10.7,12.86,16.01,14.61,16.01,12.35,0.92
16,10,2019,1.7042,0.5036,"rain",6.64,6.54,17.05,11.54,12.35,15.63,13.84,15.63,12.56,0.92
17,10,2019,0.4622,0.0844,"rain",5.48,5.49,14.59,8.43,12.31,15.31,13.77,15.31,13.03,0.82
18,10,2019,1.2628,0.4885,"rain",9.39,9.32,21.02,16.58,10.21,14.2,12.61,13.44,11.98,0.89
19,10,2019,1.2148,0.329,"rain",7.33,7.31,17.83,13.27,10.23,13.41,12.22,13.1,10.51,0.88
20,10,2019,0.0539,0.0098,"rain",4.31,4.37,8.74,6.03,10.02,14.27,12.06,12.96,12.16,0.82
21,10,2019,1.8516,0.6165,"rain",6.62,6.59,14.85,8.83,11.35,14.11,12.6,13.25,12.56,0.94
22,10,2019,0.3821,0.0776,"rain",3.82,3.8,7.03,4.23,10.29,14.49,12.72,13.78,10.08,0.88
23,10,2019,0.0105,0.0014,"rain",4.44,4.34,9.8,6.11,10.11,14.22,12.87,13.82,12.06,0.9
24,10,2019,0.4338,0.0392,"rain",6.39,6.35,16.59,11.26,12.06,15.88,14.48,15.88,12.45,0.9
25,10,2019,0.2725,0.0535,"rain",7.76,7.82,21.01,14.55,12.45,15.19,13.68,14.37,14.32,0.89
26,10,2019,1.0003,0.1101,"rain",11.16,11.04,23.36,19.62,13.83,17.72,15.91,17.72,6.35,0.85
27,10,2019,0.8944,0.0866,"rain",6.41,6.38,11.97,8.09,6.35,12.97,10.55,10.84,4.37,0.72
28,10,2019,0.0816,0.0098,"rain",3.77,3.8,7.01,4.54,4.37,12.62,9.95,12.52,6.75,0.75
29,10,2019,0.097,0.0309,"rain",5.86,5.84,10.25,7.89,5.83,11.4,9.05,11.37,4.99,0.74
30,10,2019,0.0062,9e-04,"rain",7.39,7.38,10.84,9.63,3.35,6.42,5.11,6.42,1.8,0.8
31,10,2019,0.0053,4e-04,"rain",6.08,6.1,9.69,8.34,1.8,7.3,4.08,7.3,2.81,0.82
1,11,2019,0.5174,0.1785,"rain",6.66,6.61,16.13,11.3,3.42,14.72,10.39,14.42,13.01,0.93
2,11,2019,1.3283,0.5377,"rain",12.51,12.34,24.92,18.75,10.72,15.3,13.27,13.88,6.2,0.84
3,11,2019,0.8531,0.1518,"rain",5.07,5.17,16.18,8.54,5.77,12.28,10.51,11.26,7.26,0.87
